algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
qr,tsmqr,24576,2048,1000000,0.170052,0.004168,inf,3.278663,506.399619,506
qr,geqrt,32768,512,2601000,0.601817,0.000768,inf,0.717342,0.239239,64
qr,ormqr,32768,512,2601000,0.448451,0.000845,inf,2.048156,4.290950,2016
qr,tsqrt,32768,512,2601000,0.673646,0.000700,inf,0.546383,9.169721,2016
qr,tsmqr,32768,512,2601000,0.281321,0.001554,inf,2.775412,522.295173,85344
qr,geqrt,32768,512,1000000,0.514125,0.000845,inf,0.896560,0.263470,64
qr,ormqr,32768,512,1000000,0.387973,0.000862,inf,2.278652,4.378331,2016
qr,tsqrt,32768,512,1000000,0.550314,0.000701,inf,0.792573,9.182251,2016
qr,tsmqr,32768,512,1000000,0.235497,0.001563,inf,2.951174,525.318916,85344
qr,geqrt,32768,1024,2601000,0.704376,0.000729,inf,0.508636,0.724681,32
qr,ormqr,32768,1024,2601000,0.424445,0.003123,inf,2.207603,29.215412,496
qr,tsqrt,32768,1024,2601000,0.719819,0.000801,inf,0.463288,17.948496,496
qr,tsmqr,32768,1024,2601000,0.236638,0.002301,inf,2.992542,730.426647,10416
qr,geqrt,32768,1024,1000000,0.596590,0.000740,inf,0.739731,0.735618,32
qr,ormqr,32768,1024,1000000,0.325811,0.003043,inf,2.589654,28.466244,496
qr,tsqrt,32768,1024,1000000,0.604991,0.000787,inf,0.715699,17.630552,496
qr,tsmqr,32768,1024,1000000,0.200541,0.002363,inf,3.131016,750.062459,10416
qr,geqrt,32768,2048,2601000,0.820255,0.065942,inf,0.332456,229.128914,16
qr,ormqr,32768,2048,2601000,0.444932,0.006638,inf,2.169011,116.415635,120
qr,tsqrt,32768,2048,2601000,0.850159,0.127957,inf,0.280062,5137.364782,120
qr,tsmqr,32768,2048,2601000,0.224790,0.004206,inf,3.051168,1252.330752,1240
qr,geqrt,32768,2048,1000000,0.673813,0.065778,inf,0.603799,228.558130,16
qr,ormqr,32768,2048,1000000,0.286543,0.006287,inf,2.782898,110.263659,120
qr,tsqrt,32768,2048,1000000,0.690223,0.126435,inf,0.588643,5076.283324,120
qr,tsmqr,32768,2048,1000000,0.170022,0.004193,inf,3.278646,1248.492057,1240
