algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
cholesky,potrf,24576,1024,1000000,0.211129,0.002727,inf,2.272255,0.299939,24
cholesky,trsm,24576,1024,1000000,0.253086,0.001569,inf,2.232845,4.789593,276
cholesky,syrk,24576,1024,1000000,0.195622,0.003941,inf,3.141976,7.025993,276
cholesky,gemm,24576,1024,1000000,0.164521,0.002971,inf,3.286892,72.804905,2024
cholesky,potrf,24576,2048,2601000,0.269512,0.002294,inf,2.290519,0.750202,12
cholesky,trsm,24576,2048,2601000,0.248314,0.002463,inf,2.457755,11.076145,66
cholesky,syrk,24576,2048,2601000,0.215923,0.003569,inf,3.084265,11.665587,66
cholesky,gemm,24576,2048,2601000,0.176803,0.003547,inf,3.251610,74.696699,220
cholesky,potrf,24576,2048,1000000,0.243020,0.002321,inf,2.375344,0.759238,12
cholesky,trsm,24576,2048,1000000,0.229408,0.002530,inf,2.521296,11.375596,66
cholesky,syrk,24576,2048,1000000,0.171661,0.003665,inf,3.264018,11.979068,66
cholesky,gemm,24576,2048,1000000,0.150645,0.003610,inf,3.360610,76.025418,220
cholesky,potrf,32768,512,2601000,0.215944,0.003527,inf,2.086109,0.188194,64
cholesky,trsm,32768,512,2601000,0.278902,0.001447,inf,1.982617,5.807500,2016
cholesky,syrk,32768,512,2601000,0.309656,0.006278,inf,2.648506,11.085258,2016
cholesky,gemm,32768,512,2601000,0.221744,0.003554,inf,3.039756,229.726507,41664
cholesky,potrf,32768,512,1000000,0.172559,0.003605,inf,2.209358,0.192368,64
cholesky,trsm,32768,512,1000000,0.262827,0.001480,inf,2.023885,5.941459,2016
cholesky,syrk,32768,512,1000000,0.243039,0.006387,inf,2.908899,11.279370,2016
cholesky,gemm,32768,512,1000000,0.190801,0.003572,inf,3.160417,230.922425,41664
cholesky,potrf,32768,1024,2601000,0.240661,0.002685,inf,2.187219,0.393852,32
cholesky,trsm,32768,1024,2601000,0.267740,0.001524,inf,2.191644,8.358879,496
cholesky,syrk,32768,1024,2601000,0.246343,0.003934,inf,2.941863,12.603329,496
cholesky,gemm,32768,1024,2601000,0.193222,0.002889,inf,3.173274,173.497989,4960
cholesky,potrf,32768,1024,1000000,0.211400,0.002785,inf,2.271965,0.408510,32
cholesky,trsm,32768,1024,1000000,0.253442,0.001546,inf,2.233772,8.479071,496
cholesky,syrk,32768,1024,1000000,0.195685,0.003953,inf,3.141423,12.664213,496
cholesky,gemm,32768,1024,1000000,0.164511,0.002959,inf,3.286695,177.679381,4960
cholesky,potrf,32768,2048,2601000,0.269642,0.002326,inf,2.290757,1.014371,16
cholesky,trsm,32768,2048,2601000,0.248205,0.002457,inf,2.457713,20.085711,120
cholesky,syrk,32768,2048,2601000,0.215733,0.003582,inf,3.085941,21.288421,120
cholesky,gemm,32768,2048,2601000,0.176837,0.003535,inf,3.251878,189.522531,560
cholesky,potrf,32768,2048,1000000,0.243125,0.002332,inf,2.376050,1.017018,16
cholesky,trsm,32768,2048,1000000,0.229666,0.002523,inf,2.520904,20.626039,120
cholesky,syrk,32768,2048,1000000,0.171709,0.003640,inf,3.263841,21.633939,120
cholesky,gemm,32768,2048,1000000,0.150562,0.003586,inf,3.360491,192.255859,560
