algorithm,task,matrix_size,tile_size,frequency,mem_boundness,arithm_intensity,bmr,ilp,l3_cache_ratio,weight
cholesky,potrf,24576,2048,2801000,0.277474,0.002147,0.002004,2.315323,0.614364,12
cholesky,trsm,24576,2048,2801000,0.252621,0.002264,0.002020,2.479201,8.907757,66
cholesky,syrk,24576,2048,2801000,0.223362,0.003289,0.002979,3.060830,9.406398,66
cholesky,gemm,24576,2048,2801000,0.181730,0.003256,0.001451,3.236861,60.003724,220
cholesky,potrf,24576,2048,1200000,0.245669,0.002214,0.002005,2.419435,0.633578,12
cholesky,trsm,24576,2048,1200000,0.229706,0.002342,0.002063,2.555474,9.215884,66
cholesky,syrk,24576,2048,1200000,0.167604,0.003387,0.002970,3.285164,9.685439,66
cholesky,gemm,24576,2048,1200000,0.149108,0.003335,0.001450,3.372003,61.466836,220
cholesky,potrf,32768,512,2801000,0.240151,0.003456,0.002680,2.106647,0.161356,64
cholesky,trsm,32768,512,2801000,0.285458,0.001440,0.002173,2.010992,5.056865,2016
cholesky,syrk,32768,512,2801000,0.328104,0.006156,0.005469,2.587684,9.512397,2016
cholesky,gemm,32768,512,2801000,0.234277,0.003528,0.002351,2.998199,199.574422,41664
cholesky,potrf,32768,512,1200000,0.179320,0.003685,0.002676,2.277830,0.172056,64
cholesky,trsm,32768,512,1200000,0.264021,0.001463,0.002173,2.067686,5.136610,2016
cholesky,syrk,32768,512,1200000,0.236827,0.006377,0.005446,2.941190,9.853813,2016
cholesky,gemm,32768,512,1200000,0.188137,0.003557,0.002379,3.179578,201.177040,41664
cholesky,potrf,32768,1024,2801000,0.260426,0.002742,0.002181,2.205919,0.351850,32
cholesky,trsm,32768,1024,2801000,0.273069,0.001426,0.002111,2.220988,6.845428,496
cholesky,syrk,32768,1024,2801000,0.257933,0.003853,0.007370,2.901304,10.801710,496
cholesky,gemm,32768,1024,2801000,0.197857,0.002706,0.007764,3.159537,142.208488,4960
cholesky,potrf,32768,1024,1200000,0.215733,0.002862,0.002191,2.332097,0.367235,32
cholesky,trsm,32768,1024,1200000,0.254663,0.001488,0.002144,2.273574,7.143197,496
cholesky,syrk,32768,1024,1200000,0.190345,0.003955,0.007320,3.166749,11.086951,496
cholesky,gemm,32768,1024,1200000,0.162844,0.002849,0.007730,3.298058,149.696511,4960
cholesky,potrf,32768,2048,2801000,0.277346,0.002163,0.002016,2.316179,0.825397,16
cholesky,trsm,32768,2048,2801000,0.252419,0.002237,0.002023,2.480120,16.005674,120
cholesky,syrk,32768,2048,2801000,0.222583,0.003239,0.002967,3.063078,16.843348,120
cholesky,gemm,32768,2048,2801000,0.181681,0.003231,0.001461,3.237452,151.573756,560
cholesky,potrf,32768,2048,1200000,0.245487,0.002169,0.002020,2.420358,0.827830,16
cholesky,trsm,32768,2048,1200000,0.229413,0.002292,0.002043,2.556260,16.395339,120
cholesky,syrk,32768,2048,1200000,0.167376,0.003333,0.002968,3.286055,17.329316,120
cholesky,gemm,32768,2048,1200000,0.148964,0.003281,0.001481,3.372622,153.910196,560
